Symbol	Ensembl_ID	Genename	Refseq_ID
CELA2B	ENSG00000215704	chymotrypsin like elastase 2B	NM_015849
PRLH	ENSG00000071677	prolactin releasing hormone	NM_015893
GAL	ENSG00000069482	galanin and GMAP prepropeptide	NM_015973
WNT16	ENSG00000002745	Wnt family member 16	NM_016087
CPQ	ENSG00000104324	carboxypeptidase Q	NM_016134
GDF2	ENSG00000263761	growth differentiation factor 2	NM_016204
PDGFC	ENSG00000145431	platelet derived growth factor C	NM_016205
EGFL7	ENSG00000172889	EGF like domain multiple 7	NM_016215
MZB1	ENSG00000170476	marginal zone B and B1 cell specific protein	NM_016459
SPAG11B	ENSG00000164871	sperm associated antigen 11B	NM_016512
AMBN	ENSG00000178522	ameloblastin	NM_016519
IL23A	ENSG00000110944	interleukin 23 subunit alpha	NM_016584
EFEMP2	ENSG00000172638	EGF containing fibulin extracellular matrix protein 2	NM_016938
APLN	ENSG00000171388	apelin	NM_017413
ITLN1	ENSG00000179914	intelectin 1	NM_017625
C1orf56	ENSG00000143443	chromosome 1 open reading frame 56	NM_017860
LGI2	ENSG00000153012	leucine rich repeat LGI family member 2	NM_018176
IL26	ENSG00000111536	interleukin 26	NM_018402
CYTL1	ENSG00000170891	cytokine like 1	NM_018659
DEFB103B	ENSG00000177243	defensin beta 103B	NM_018661
ANGPTL8	ENSG00000130173	angiopoietin like 8	NM_018687
MYDGF	ENSG00000074842	myeloid derived growth factor	NM_019107
FGF21	ENSG00000105550	fibroblast growth factor 21	NM_019113
GKN1	ENSG00000169605	gastrokine 1	NM_019617
FGF20	ENSG00000078579	fibroblast growth factor 20	NM_019851
IFNK	ENSG00000147896	interferon kappa	NM_020124
OTOR	ENSG00000125879	otoraplin	NM_020157
SEMA3G	ENSG00000010319	semaphorin 3G	NM_020163
FAM20C	ENSG00000177706	FAM20C golgi associated secretory pathway kinase	NM_020223
AKR1B10	ENSG00000198074	aldo-keto reductase family 1 member B10	NM_020299
PGLYRP4	ENSG00000163218	peptidoglycan recognition protein 4	NM_020393
SLURP1	ENSG00000126233	secreted LY6/PLAUR domain containing 1	NM_020427
IL22	ENSG00000127318	interleukin 22	NM_020525
GDF3	ENSG00000184344	growth differentiation factor 3	NM_020634
FGF23	ENSG00000118972	fibroblast growth factor 23	NM_020638
TWSG1	ENSG00000128791	twisted gastrulation BMP signaling modulator 1	NM_020648
COL20A1	ENSG00000101203	collagen type XX alpha 1 chain	NM_020882
CSH2	ENSG00000213218	chorionic somatomammotropin hormone 2	NM_020991
FGF6	ENSG00000111241	fibroblast growth factor 6	NM_020996
LEFTY1	ENSG00000243709	left-right determination factor 1	NM_020997
IFNA6	ENSG00000120235	interferon alpha 6	NM_021002
CCL3L1	ENSG00000277796	C-C motif chemokine ligand 3 like 1	NM_021006
DEFA5	ENSG00000164816	defensin alpha 5	NM_021010
PSG3	ENSG00000221826	pregnancy specific beta-1-glycoprotein 3	NM_021016
DHH	ENSG00000139549	desert hedgehog signaling molecule	NM_021044
IFNA7	ENSG00000214042	interferon alpha 7	NM_021057
IFNA4	ENSG00000236637	interferon alpha 4	NM_021068
NMB	ENSG00000197696	neuromedin B	NM_021077
ANGPTL7	ENSG00000171819	angiopoietin like 7	NM_021146
BRINP2	ENSG00000198797	BMP/retinoic acid inducible neural specific 2	NM_021165
HAMP	ENSG00000105697	hepcidin antimicrobial peptide	NM_021175
LY6G5B	ENSG00000240053	lymphocyte antigen 6 family member G5B	NM_021221
IFNA17	ENSG00000234829	interferon alpha 17	NM_021268
SCPEP1	ENSG00000121064	serine carboxypeptidase 1	NM_021626
HAPLN2	ENSG00000132702	hyaluronan and proteoglycan link protein 2	NM_021817
SCT	ENSG00000070031	secretin	NM_021920
BCAN	ENSG00000132692	brevican	NM_021948
TNN	ENSG00000120332	tenascin N	NM_022093
PRSS22	ENSG00000005001	serine protease 22	NM_022119
ELSPBP1	ENSG00000169393	epididymal sperm binding protein 1	NM_022142
NPVF	ENSG00000105954	neuropeptide VF precursor	NM_022150
XYLT1	ENSG00000103489	xylosyltransferase 1	NM_022166
XYLT2	ENSG00000015532	xylosyltransferase 2	NM_022167
EDDM3B	ENSG00000181552	epididymal protein 3B	NM_022360
GREM2	ENSG00000180875	"gremlin 2, DAN family BMP antagonist"	NM_022469
IL25	ENSG00000166090	interleukin 25	NM_022789
VWA1	ENSG00000179403	von Willebrand factor A domain containing 1	NM_022834
HAPLN4	ENSG00000187664	hyaluronan and proteoglycan link protein 4	NM_023002
IFNA1	ENSG00000197919	interferon alpha 1	NM_024013
METRN	ENSG00000103260	"meteorin, glial cell differentiation regulator"	NM_024042
TPSB2	ENSG00000197253	tryptase beta 2	NM_024164
DHRS11	ENSG00000278535	dehydrogenase/reductase 11	NM_024308
NPPC	ENSG00000163273	natriuretic peptide C	NM_024409
NDNF	ENSG00000173376	neuron derived neurotrophic factor	NM_024574
DIPK2B	ENSG00000147113	divergent protein kinase domain 2B	NM_024689
HHIPL2	ENSG00000143512	HHIP like 2	NM_024746
MMRN2	ENSG00000173269	multimerin 2	NM_024756
ADAMTS20	ENSG00000173157	ADAM metallopeptidase with thrombospondin type 1 motif 20	NM_025003
PDGFD	ENSG00000170962	platelet derived growth factor D	NM_025208
BPIFB2	ENSG00000078898	BPI fold containing family B member 2	NM_025227
SOST	ENSG00000167941	sclerostin	NM_025237
VWA7	ENSG00000204396	von Willebrand factor A domain containing 7	NM_025258
SPX	ENSG00000134548	spexin hormone	NM_030572
EGFL8	ENSG00000241404	EGF like domain multiple 8	NM_030652
SERPINB1	ENSG00000021355	serpin family B member 1	NM_030666
WNT3	ENSG00000108379	Wnt family member 3	NM_030753
WNT5B	ENSG00000111186	Wnt family member 5B	NM_030775
CFHR5	ENSG00000134389	complement factor H related 5	NM_030787
PLA2G12A	ENSG00000123739	phospholipase A2 group XIIA	NM_030821
C1QTNF3	ENSG00000082196	C1q and TNF related 3	NM_030945
C1QTNF1	ENSG00000173918	C1q and TNF related 1	NM_030968
PSG2	ENSG00000242221	pregnancy specific beta-1-glycoprotein 2	NM_031246
CRISPLD2	ENSG00000103196	cysteine rich secretory protein LCCL domain containing 2	NM_031476
INHBE	ENSG00000139269	inhibin subunit beta E	NM_031479
C1QTNF4	ENSG00000172247	C1q and TNF related 4	NM_031909
HMCN1	ENSG00000143341	hemicentin 1	NM_031935
FGFBP2	ENSG00000137441	fibroblast growth factor binding protein 2	NM_031950
FUCA2	ENSG00000001036	alpha-L-fucosidase 2	NM_032020
EMILIN2	ENSG00000132205	elastin microfibril interfacer 2	NM_032048
COL27A1	ENSG00000196739	collagen type XXVII alpha 1 chain	NM_032161
LOXL4	ENSG00000138131	lysyl oxidase like 4	NM_032211
PRADC1	ENSG00000135617	protease associated domain containing 1	NM_032319
ECRG4	ENSG00000119147	ECRG4 augurin precursor	NM_032411
PROK1	ENSG00000143125	prokineticin 1	NM_032414
ACRBP	ENSG00000111644	acrosin binding protein	NM_032489
FNDC1	ENSG00000164694	fibronectin type III domain containing 1	NM_032532
IL1F10	ENSG00000136697	interleukin 1 family member 10	NM_032556
SPINK7	ENSG00000145879	serine peptidase inhibitor Kazal type 7	NM_032566
RNASE7	ENSG00000165799	ribonuclease A family member 7	NM_032572
CNDP1	ENSG00000150656	carnosine dipeptidase 1	NM_032649
RSPO3	ENSG00000146374	R-spondin 3	NM_032784
TSLP	ENSG00000145777	thymic stromal lymphopoietin	NM_033035
CGB5	ENSG00000189052	chorionic gonadotropin subunit beta 5	NM_033043
WNT3A	ENSG00000154342	Wnt family member 3A	NM_033131
HYAL1	ENSG00000114378	hyaluronidase 1	NM_033159
CGB8	ENSG00000213030	chorionic gonadotropin subunit beta 8	NM_033183
BPIFB1	ENSG00000125999	BPI fold containing family B member 1	NM_033197
UCN2	ENSG00000145040	urocortin 2	NM_033199
LACRT	ENSG00000135413	lacritin	NM_033277
CELA2A	ENSG00000142615	chymotrypsin like elastase 2A	NM_033440
GUCA2A	ENSG00000197273	guanylate cyclase activator 2A	NM_033553
EMILIN3	ENSG00000183798	elastin microfibril interfacer 3	NM_052846
SCGB3A1	ENSG00000161055	secretoglobin family 3A member 1	NM_052863
IL17F	ENSG00000112116	interleukin 17F	NM_052872
PGLYRP3	ENSG00000159527	peptidoglycan recognition protein 3	NM_052891
IL22RA2	ENSG00000164485	interleukin 22 receptor subunit alpha 2	NM_052962
LEAP2	ENSG00000164406	liver enriched antimicrobial peptide 2	NM_052971
LRG1	ENSG00000171236	leucine rich alpha-2-glycoprotein 1	NM_052972
UCN3	ENSG00000178473	urocortin 3	NM_053049
WFIKKN1	ENSG00000127578	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"	NM_053284
SCGB3A2	ENSG00000164265	secretoglobin family 3A member 2	NM_054023
DEFB118	ENSG00000131068	defensin beta 118	NM_054112
MUCL1	ENSG00000172551	mucin like 1	NM_058173
DEFB104A	ENSG00000176782	defensin beta 104A	NM_080389
VSTM2L	ENSG00000132821	V-set and transmembrane domain containing 2 like	NM_080607
CST9L	ENSG00000101435	cystatin 9 like	NM_080610
WFDC3	ENSG00000124116	WAP four-disulfide core domain 3	NM_080614
CBLN4	ENSG00000054803	cerebellin 4 precursor	NM_080617
SOGA1	ENSG00000149639	"suppressor of glucose, autophagy associated 1"	NM_080627
ADAMTS14	ENSG00000138316	ADAM metallopeptidase with thrombospondin type 1 motif 14	NM_080722
SSC4D	ENSG00000146700	scavenger receptor cysteine rich family member with 4 domains	NM_080744
WFDC10A	ENSG00000180305	WAP four-disulfide core domain 10A	NM_080753
ISM1	ENSG00000101230	isthmin 1	NM_080826
WFDC6	ENSG00000243543	WAP four-disulfide core domain 6	NM_080827
CST11	ENSG00000125831	cystatin 11	NM_080830
DEFB129	ENSG00000125903	defensin beta 129	NM_080831
WFDC12	ENSG00000168703	WAP four-disulfide core domain 12	NM_080869
ITLN2	ENSG00000158764	intelectin 2	NM_080878
GPHA2	ENSG00000149735	glycoprotein hormone subunit alpha 2	NM_130769
A1BG	ENSG00000121410	alpha-1-B glycoprotein	NM_130786
WFDC8	ENSG00000158901	WAP four-disulfide core domain 8	NM_130896
CCBE1	ENSG00000183287	collagen and calcium binding EGF domains 1	NM_133459
ADAMTS19	ENSG00000145808	ADAM metallopeptidase with thrombospondin type 1 motif 19	NM_133638
CSTL1	ENSG00000125823	cystatin like 1	NM_138283
PATE1	ENSG00000171053	prostate and testis expressed 1	NM_138294
RNASE8	ENSG00000173431	ribonuclease A family member 8	NM_138331
PKDCC	ENSG00000162878	"protein kinase domain containing, cytoplasmic"	NM_138370
CHADL	ENSG00000100399	chondroadherin like	NM_138481
CCDC126	ENSG00000169193	coiled-coil domain containing 126	NM_138771
ADAMTS13	ENSG00000160323	ADAM metallopeptidase with thrombospondin type 1 motif 13	NM_139025
ADAMTS15	ENSG00000166106	ADAM metallopeptidase with thrombospondin type 1 motif 15	NM_139055
ADAMTS16	ENSG00000145536	ADAM metallopeptidase with thrombospondin type 1 motif 16	NM_139056
ADAMTS17	ENSG00000140470	ADAM metallopeptidase with thrombospondin type 1 motif 17	NM_139057
DEFB127	ENSG00000088782	defensin beta 127	NM_139074
LIPH	ENSG00000163898	lipase H	NM_139248
LGI3	ENSG00000168481	leucine rich repeat LGI family member 3	NM_139278
LGI4	ENSG00000153902	leucine rich repeat LGI family member 4	NM_139284
JCHAIN	ENSG00000132465	joining chain of multimeric IgA and IgM	NM_144646
DHRS13	ENSG00000167536	dehydrogenase/reductase 13	NM_144683
NAXE	ENSG00000163382	NAD(P)HX epimerase	NM_144772
GPHB5	ENSG00000179600	glycoprotein hormone subunit beta 5	NM_145171
DHRSX	ENSG00000169084	dehydrogenase/reductase X-linked	NM_145177
SPACA7	ENSG00000153498	sperm acrosome associated 7	NM_145248
ZG16B	ENSG00000162078	zymogen granule protein 16B	NM_145252
SCGB1C1	ENSG00000188076	secretoglobin family 1C member 1	NM_145651
SPESP1	ENSG00000258484	sperm equatorial segment protein 1	NM_145658
IL27	ENSG00000197272	interleukin 27	NM_145659
NTN5	ENSG00000142233	netrin 5	NM_145807
MMP21	ENSG00000154485	matrix metallopeptidase 21	NM_147191
WFDC11	ENSG00000180083	WAP four-disulfide core domain 11	NM_147197
WFDC9	ENSG00000180205	WAP four-disulfide core domain 9	NM_147198
NPB	ENSG00000183979	neuropeptide B	NM_148896
OTOS	ENSG00000178602	otospiralin	NM_148961
DEFB105A	ENSG00000186562	defensin beta 105A	NM_152250
DEFB106A	ENSG00000186579	defensin beta 106A	NM_152251
ZG16	ENSG00000174992	zymogen granule protein 16	NM_152338
FGFBP3	ENSG00000174721	fibroblast growth factor binding protein 3	NM_152429
TTC9B	ENSG00000174521	tetratricopeptide repeat domain 9B	NM_152479
PM20D1	ENSG00000162877	peptidase M20 domain containing 1	NM_152491
SCUBE1	ENSG00000159307	"signal peptide, CUB domain and EGF like domain containing 1"	NM_152514
OIT3	ENSG00000138315	oncoprotein induced transcript 3	NM_152635
DAND5	ENSG00000179284	DAN domain BMP antagonist family member 5	NM_152654
VWCE	ENSG00000167992	von Willebrand factor C and EGF domains	NM_152718
NXPH1	ENSG00000122584	neurexophilin 1	NM_152745
COL22A1	ENSG00000169436	collagen type XXII alpha 1 chain	NM_152888
FDCSP	ENSG00000181617	follicular dendritic cell secreted protein	NM_152997
CILP2	ENSG00000160161	cartilage intermediate layer protein 2	NM_153221
SBSPON	ENSG00000164764	somatomedin B and thrombospondin type 1 domain containing	NM_153225
DEFB123	ENSG00000180424	defensin beta 123	NM_153324
DEFB125	ENSG00000178591	defensin beta 125	NM_153325
HTRA4	ENSG00000169495	HtrA serine peptidase 4	NM_153692
CREG2	ENSG00000175874	cellular repressor of E1A stimulated genes 2	NM_153836
WFDC13	ENSG00000168634	WAP four-disulfide core domain 13	NM_172005
WFDC10B	ENSG00000182931	WAP four-disulfide core domain 10B	NM_172006
IFNL2	ENSG00000183709	interferon lambda 2	NM_172138
IFNL1	ENSG00000182393	interferon lambda 1	NM_172140
CNBD1	ENSG00000176571	cyclic nucleotide binding domain containing 1	NM_173538
VWA3A	ENSG00000175267	von Willebrand factor A domain containing 3A	NM_173615
CLEC18C	ENSG00000157335	C-type lectin domain family 18 member C	NM_173619
OOSP2	ENSG00000149507	oocyte secreted protein 2	NM_173801
BPIFB6	ENSG00000167104	BPI fold containing family B member 6	NM_174897
BPIFC	ENSG00000184459	BPI fold containing family C	NM_174932
CR1L	ENSG00000197721	complement C3b/C4b receptor 1 like	NM_175710
LYG2	ENSG00000185674	lysozyme g2	NM_175735
IFNE	ENSG00000184995	interferon epsilon	NM_176891
ANGPTL5	ENSG00000187151	angiopoietin like 5	NM_178127
CCDC80	ENSG00000091986	coiled-coil domain containing 80	NM_178274
PTH2	ENSG00000142538	parathyroid hormone 2	NM_178449
SPINT4	ENSG00000149651	"serine peptidase inhibitor, Kunitz type 4"	NM_178455
R3HDML	ENSG00000101074	R3H domain containing like	NM_178491
NOTUM	ENSG00000185269	"notum, palmitoleoyl-protein carboxylesterase"	NM_178493
OAF	ENSG00000184232	out at first homolog	NM_178507
LCN12	ENSG00000184925	lipocalin 12	NM_178536
BMP8A	ENSG00000183682	bone morphogenetic protein 8a	NM_181809
ISM2	ENSG00000100593	isthmin 2	NM_182509
CBLN2	ENSG00000141668	cerebellin 2 precursor	NM_182511
BPIFB4	ENSG00000186191	BPI fold containing family B member 4	NM_182519
C1QL2	ENSG00000144119	complement C1q like 2	NM_182528
GKN2	ENSG00000183607	gastrokine 2	NM_182536
GPX6	ENSG00000198704	glutathione peroxidase 6	NM_182701
ANKDD1A	ENSG00000166839	ankyrin repeat and death domain containing 1A	NM_182703
GDF7	ENSG00000143869	growth differentiation factor 7	NM_182828
ABHD15	ENSG00000168792	abhydrolase domain containing 15	NM_198147
CPXM2	ENSG00000121898	"carboxypeptidase X, M14 family member 2"	NM_198148
ARSK	ENSG00000164291	arylsulfatase family member K	NM_198150
UTS2B	ENSG00000188958	urotensin 2B	NM_198152
QRFP	ENSG00000188710	pyroglutamylated RFamide peptide	NM_198180
OSTN	ENSG00000188729	osteocrin	NM_198184
CXCL17	ENSG00000189377	C-X-C motif chemokine ligand 17	NM_198477
ITIH6	ENSG00000102313	inter-alpha-trypsin inhibitor heavy chain family member 6	NM_198510
IGFL1	ENSG00000188293	IGF like family member 1	NM_198541
DRAXIN	ENSG00000162490	dorsal inhibitory axon guidance protein	NM_198545
VWC2	ENSG00000188730	von Willebrand factor C domain containing 2	NM_198570
ENHO	ENSG00000168913	energy homeostasis associated	NM_198573
ZPBP2	ENSG00000186075	zona pellucida binding protein 2	NM_198844
LCN6	ENSG00000267206	lipocalin 6	NM_198946
TEPP	ENSG00000159648	"testis, prostate and placenta expressed"	NM_199046
BGLAP	ENSG00000242252	bone gamma-carboxyglutamate protein	NM_199173
SVBP	ENSG00000177868	small vasohibin binding protein	NM_199342
LCN15	ENSG00000177984	lipocalin 15	NM_203347
SFTA2	ENSG00000196260	surfactant associated 2	NM_205854
C5orf46	ENSG00000178776	chromosome 5 open reading frame 46	NM_206966
SCGB1D4	ENSG00000197745	secretoglobin family 1D member 4	NM_206998
AADACL2	ENSG00000197953	arylacetamide deacetylase like 2	NM_207365
GPR15LG	ENSG00000188373	G protein-coupled receptor 15 ligand	NM_207373
IGFL3	ENSG00000188624	IGF like family member 3	NM_207393
ALKAL1	ENSG00000196711	ALK and LTK ligand 1	NM_207413
C1QTNF8	ENSG00000184471	C1q and TNF related 8	NM_207419
DEFB132	ENSG00000186458	defensin beta 132	NM_207469
PATE2	ENSG00000196844	prostate and testis expressed 2	NM_212555
C2orf66	ENSG00000187944	chromosome 2 open reading frame 66	NM_213608
PRR27	ENSG00000187533	proline rich 27	NM_214711
GHR	ENSG00000112964	growth hormone receptor	NM_000163
PPT1	ENSG00000131238	palmitoyl-protein thioesterase 1	NM_000310
APP	ENSG00000142192	amyloid beta precursor protein	NM_000484
CD44	ENSG00000026508	CD44 molecule (Indian blood group)	NM_000610
NCAM1	ENSG00000149294	neural cell adhesion molecule 1	NM_000615
CSF1	ENSG00000184371	colony stimulating factor 1	NM_000757
KITLG	ENSG00000049130	KIT ligand	NM_000899
QSOX1	ENSG00000116260	quiescin sulfhydryl oxidase 1	NM_001004128
ERBB3	ENSG00000065361	erb-b2 receptor tyrosine kinase 3	NM_001005915
LRP8	ENSG00000157193	LDL receptor related protein 8	NM_001018054
NRCAM	ENSG00000091129	neuronal cell adhesion molecule	NM_001037132
VCAM1	ENSG00000162692	vascular cell adhesion molecule 1	NM_001078
TXNDC16	ENSG00000087301	thioredoxin domain containing 16	NM_001160047
DAG1	ENSG00000173402	dystroglycan 1	NM_001165928
MSLN	ENSG00000102854	mesothelin	NM_001177355
NRG2	ENSG00000158458	neuregulin 2	NM_001184935
TGFBR3	ENSG00000069702	transforming growth factor beta receptor 3	NM_001195683
BAG4	ENSG00000156735	BAG cochaperone 4	NM_001204878
JAM3	ENSG00000166086	junctional adhesion molecule 3	NM_001205329
PTPRZ1	ENSG00000106278	protein tyrosine phosphatase receptor type Z1	NM_001206838
SERPINH1	ENSG00000149257	serpin family H member 1	NM_001207014
CX3CL1	ENSG00000006210	C-X3-C motif chemokine ligand 1	NM_001304392
BTC	ENSG00000174808	betacellulin	NM_001316963
ADAMTS4	ENSG00000158859	ADAM metallopeptidase with thrombospondin type 1 motif 4	NM_001320336
CD9	ENSG00000010278	CD9 molecule	NM_001330312
B4GALT1	ENSG00000086062	"beta-1,4-galactosyltransferase 1"	NM_001378495
GPC4	ENSG00000076716	glypican 4	NM_001448
CPE	ENSG00000109472	carboxypeptidase E	NM_001873
GPC1	ENSG00000063660	glypican 1	NM_002081
SERPINB9	ENSG00000170542	serpin family B member 9	NM_004155
GPC6	ENSG00000183098	glypican 6	NM_005708
PXDN	ENSG00000130508	peroxidasin	NM_012293
CRIM1	ENSG00000150938	cysteine rich transmembrane BMP regulator 1	NM_016441
ITM2B	ENSG00000136156	integral membrane protein 2B	NM_021999
